"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"5373,""215.890555"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""126"",""Protected Payload (KP0)"""
"5374,""215.890555"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5375,""215.890914"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""75"",""Protected Payload (KP0), DCID=acd0cc31071c8c80"""
"5376,""215.891149"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""79"",""Protected Payload (KP0), DCID=acd0cc31071c8c80"""
"5377,""215.891192"",""192.168.43.122"",""142.250.4.94"",""QUIC"",""75"",""Protected Payload (KP0), DCID=acd0cc31071c8c80"""
"5378,""215.969666"",""142.250.4.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5379,""216.369216"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""1292"",""Initial, DCID=4d5a721a006c8c65, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, PADDING"""
"5380,""216.369630"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""121"",""0-RTT, DCID=4d5a721a006c8c65"""
"5381,""216.486621"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5382,""216.487269"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""664"",""Protected Payload (KP0)"""
"5383,""216.487504"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""120"",""Handshake, DCID=4d5a721a006c8c65"""
"5384,""216.487672"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""75"",""Protected Payload (KP0), DCID=4d5a721a006c8c65"""
"5385,""216.512358"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5386,""216.555348"",""13.107.42.16"",""192.168.43.122"",""TCP"",""54"",""443  >  51514 [RST, ACK] Seq=112548 Ack=2688 Win=0 Len=0"""
"5387,""216.564367"",""74.125.24.99"",""192.168.43.122"",""QUIC"",""134"",""Protected Payload (KP0)"""
"5388,""216.589946"",""192.168.43.122"",""74.125.24.99"",""QUIC"",""75"",""Protected Payload (KP0), DCID=4d5a721a006c8c65"""
"5389,""216.648837"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""1060"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5390,""216.712338"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""72"",""Protected Payload (KP0)"""
"5391,""216.717460"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""122"",""Protected Payload (KP0)"""
"5392,""216.717653"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5393,""216.717993"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""79"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5394,""216.730273"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5395,""216.841839"",""192.168.43.122"",""172.217.194.102"",""TCP"",""55"",""[TCP Keep-Alive] 52824  >  443 [ACK] Seq=1939 Ack=9278 Win=65024 Len=1"""
"5396,""216.939221"",""172.217.194.102"",""192.168.43.122"",""TCP"",""54"",""[TCP Keep-Alive ACK] 443  >  52824 [ACK] Seq=9278 Ack=1940 Win=6136 Len=0"""
"5397,""216.939347"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5398,""217.069110"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""243"",""Application Data"""
"5399,""217.107352"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=10751 Ack=4126 Win=3505 Len=0"""
"5400,""217.143122"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""161"",""Application Data"""
"5401,""217.188071"",""192.168.43.122"",""8.8.4.4"",""TCP"",""54"",""57792  >  443 [ACK] Seq=4126 Ack=10858 Win=257 Len=0"""
"5402,""217.220224"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""623"",""Application Data, Application Data, Application Data"""
"5403,""217.221088"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""1292"",""Initial, DCID=46c63c536edbba51, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO"""
"5404,""217.221258"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""119"",""0-RTT, DCID=46c63c536edbba51"""
"5405,""217.221352"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""93"",""Application Data"""
"5406,""217.262663"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=11427 Ack=4165 Win=3515 Len=0"""
"5407,""217.277369"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5408,""217.277369"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""664"",""Protected Payload (KP0)"""
"5409,""217.277836"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""120"",""Handshake, DCID=46c63c536edbba51"""
"5410,""217.277913"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""75"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5411,""217.278046"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""1288"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5412,""217.278062"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""1116"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5413,""217.299865"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5414,""217.354029"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5415,""217.354169"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5416,""217.354169"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""134"",""Protected Payload (KP0)"""
"5417,""217.354345"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""76"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5418,""217.354435"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""75"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5419,""217.376573"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5420,""217.465900"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""443  >  51834 [RST, ACK] Seq=10706 Ack=17338 Win=0 Len=0"""
"5421,""217.578942"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""75"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5422,""217.581136"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""841"",""Protected Payload (KP0)"""
"5423,""217.581136"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""76"",""Protected Payload (KP0)"""
"5424,""217.581136"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""113"",""Protected Payload (KP0)"""
"5425,""217.581662"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""77"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5426,""217.581802"",""192.168.43.122"",""74.125.24.101"",""QUIC"",""75"",""Protected Payload (KP0), DCID=46c63c536edbba51"""
"5427,""217.621498"",""74.125.24.101"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5428,""218.808827"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""243"",""Application Data"""
"5429,""218.808920"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""243"",""Application Data"""
"5430,""219.087180"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""662"",""Application Data, Application Data"""
"5431,""219.089116"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""89"",""Application Data"""
"5432,""219.134807"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""124"",""Application Data, Application Data"""
"5433,""219.135633"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""1292"",""Initial, DCID=6cd9a25038f9cc53, PKN: 1, PING, PING, CRYPTO, PING, PING, PING, PING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO"""
"5434,""219.135734"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""93"",""Application Data"""
"5435,""219.395805"",""192.168.43.122"",""52.149.21.60"",""TCP"",""55"",""[TCP Keep-Alive] 50272  >  443 [ACK] Seq=6259 Ack=6230 Win=65280 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"""
"5436,""219.473722"",""192.168.43.122"",""8.8.4.4"",""TCP"",""93"",""[TCP Retransmission] 57792  >  443 [PSH, ACK] Seq=4578 Ack=12105 Win=252 Len=39"""
"5437,""219.496985"",""216.239.32.116"",""192.168.43.122"",""TLSv1.2"",""127"",""Application Data"""
"5438,""219.497321"",""192.168.43.122"",""216.239.32.116"",""TCP"",""54"",""57810  >  443 [FIN, ACK] Seq=2 Ack=74 Win=256 Len=0"""
"5439,""219.534445"",""52.149.21.60"",""192.168.43.122"",""TCP"",""54"",""[TCP Keep-Alive ACK] 443  >  50272 [ACK] Seq=6230 Ack=6260 Win=10456 Len=0"""
"5440,""219.534445"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=12105 Ack=4617 Win=3628 Len=0"""
"5441,""219.534445"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""[TCP Dup ACK 5440#1] 443  >  57792 [ACK] Seq=12105 Ack=4617 Win=3628 Len=0"""
"5442,""219.534534"",""216.239.32.116"",""192.168.43.122"",""TCP"",""54"",""443  >  57810 [ACK] Seq=74 Ack=3 Win=1317 Len=0"""
"5443,""219.559344"",""216.239.32.116"",""192.168.43.122"",""TCP"",""54"",""443  >  57810 [FIN, ACK] Seq=74 Ack=3 Win=1317 Len=0"""
"5444,""219.559425"",""192.168.43.122"",""216.239.32.116"",""TCP"",""54"",""57810  >  443 [ACK] Seq=3 Ack=75 Win=256 Len=0"""
"5445,""219.760718"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""1285"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5446,""219.760799"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""1292"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5447,""219.760819"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""294"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5448,""219.763009"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""1292"",""Initial, SCID=6cd9a25038f9cc53, PKN: 1, ACK, CRYPTO, PADDING"""
"5449,""219.765331"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""1292"",""Initial, DCID=6cd9a25038f9cc53, PKN: 2, ACK, PADDING"""
"5450,""219.766503"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""1292"",""Handshake, SCID=6cd9a25038f9cc53"""
"5451,""219.766825"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""1292"",""Handshake, SCID=6cd9a25038f9cc53"""
"5452,""219.767021"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""83"",""Handshake, DCID=6cd9a25038f9cc53"""
"5453,""219.768925"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""1179"",""Protected Payload (KP0)"""
"5454,""219.770866"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""83"",""Handshake, DCID=6cd9a25038f9cc53"""
"5455,""219.773858"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""125"",""Handshake, DCID=6cd9a25038f9cc53"""
"5456,""219.773956"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""111"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5457,""219.774094"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""286"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5458,""219.832419"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""72"",""Protected Payload (KP0)"""
"5459,""219.842659"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5460,""219.843792"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5461,""219.850437"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""122"",""Protected Payload (KP0)"""
"5462,""219.850563"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5463,""219.850942"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""79"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5464,""219.862656"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5465,""220.108707"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5466,""220.110911"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""70"",""Protected Payload (KP0)"""
"5467,""220.110911"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5468,""220.110911"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""135"",""Protected Payload (KP0)"""
"5469,""220.110911"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""305"",""Protected Payload (KP0)"""
"5470,""220.110911"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5471,""220.110911"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5472,""220.111145"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""76"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5473,""220.111377"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""75"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5474,""220.111449"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""77"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5475,""220.112062"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""534"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5476,""220.316005"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"5477,""220.527166"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5478,""220.527166"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"5479,""220.527426"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""75"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5480,""220.527563"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""75"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5481,""220.551905"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""840"",""Protected Payload (KP0)"""
"5482,""220.552004"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5483,""220.552248"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""79"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5484,""220.552383"",""192.168.43.122"",""142.251.40.163"",""QUIC"",""75"",""Protected Payload (KP0), DCID=6cd9a25038f9cc53"""
"5485,""220.653485"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""664"",""Application Data, Application Data"""
"5486,""220.701810"",""192.168.43.122"",""8.8.4.4"",""TCP"",""54"",""57792  >  443 [ACK] Seq=4617 Ack=12715 Win=257 Len=0"""
"5487,""220.742525"",""8.8.4.4"",""192.168.43.122"",""TLSv1.2"",""124"",""Application Data, Application Data"""
"5488,""220.743091"",""192.168.43.122"",""172.217.194.94"",""QUIC"",""171"",""Protected Payload (KP0), DCID=bce1dfd10defbb36"""
"5489,""220.743159"",""192.168.43.122"",""8.8.4.4"",""TLSv1.2"",""93"",""Application Data"""
"5490,""220.772880"",""8.8.4.4"",""192.168.43.122"",""TCP"",""54"",""443  >  57792 [ACK] Seq=12785 Ack=4656 Win=3638 Len=0"""
"5491,""220.783009"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""71"",""Protected Payload (KP0)"""
"5492,""220.783646"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""133"",""Protected Payload (KP0)"""
"5493,""220.783729"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5494,""220.783947"",""192.168.43.122"",""172.217.194.94"",""QUIC"",""77"",""Protected Payload (KP0), DCID=bce1dfd10defbb36"""
"5495,""220.784589"",""192.168.43.122"",""172.217.194.94"",""QUIC"",""544"",""Protected Payload (KP0), DCID=bce1dfd10defbb36"""
"5496,""220.831783"",""142.251.40.163"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5497,""220.831783"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"5498,""220.832108"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""76"",""Protected Payload (KP0)"""
"5499,""220.832229"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5500,""220.832320"",""192.168.43.122"",""172.217.194.94"",""QUIC"",""77"",""Protected Payload (KP0), DCID=bce1dfd10defbb36"""
"5501,""220.857909"",""192.168.43.122"",""172.217.194.94"",""QUIC"",""75"",""Protected Payload (KP0), DCID=bce1dfd10defbb36"""
"5502,""220.897911"",""172.217.194.94"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"5503,""221.647326"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""842"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5504,""221.714795"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""74"",""Protected Payload (KP0)"""
"5505,""221.719337"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""118"",""Protected Payload (KP0)"""
"5506,""221.719527"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5507,""221.719725"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""79"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5508,""221.730594"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"5509,""221.798786"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"5510,""222.517872"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""815"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5511,""222.588800"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""71"",""Protected Payload (KP0)"""
"5512,""222.592171"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""164"",""Protected Payload (KP0)"""
"5513,""222.592500"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""78"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5514,""222.592695"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1288"",""Protected Payload (KP0)"""
"5515,""222.592695"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5516,""222.593361"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5517,""222.593361"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5518,""222.593361"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5519,""222.593914"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5520,""222.593914"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5521,""222.593914"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5522,""222.594783"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5523,""222.594783"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5524,""222.594973"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5525,""222.595166"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5526,""222.596586"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5527,""222.597022"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5528,""222.597022"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5529,""222.598215"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5530,""222.598841"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5531,""222.598841"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5532,""222.598841"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5533,""222.599646"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5534,""222.600034"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5535,""222.600034"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5536,""222.600130"",""192.168.43.122"",""114.125.240.18"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b516e736de9a4254"""
"5537,""222.602166"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5538,""222.602166"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5539,""222.602551"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5540,""222.603322"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"5541,""222.603322"",""114.125.240.18"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
